name,text,rating,review_count,top_reviewer,helpful_reviewer,date_published,date_scraped
Intisar,Yet devlierey card bjs,1,0,1,0,12/03/2020,04/07/2021 13:09:22
Pamela,"GREAT CUSTOMER SERVICE! Salesperson explained everything clearly and professionally. Very personable, friendly, fast service. An all around fantastic experience!",5,0,1,0,12/03/2020,04/07/2021 13:09:22
Kimberly,Easy process!,5,0,0,0,12/03/2020,04/07/2021 13:09:22
Linda,"I bought this for my daughter so, she will be able to experience the saving like I do.",5,0,1,0,12/03/2020,04/07/2021 13:09:22
Miguel,"Frank, the manager at this location has been a bless. He us very helpful, friendly and now the merchandise very well.",5,0,0,0,12/03/2020,04/07/2021 13:09:26
ChocBaby,Super easy to redeem I was in and out in a matter of minutes,5,0,0,0,12/03/2020,04/07/2021 13:09:26
Brian,"Very easy. Took voucher to BJ'S , scanned and shopped. Found some great buys.",5,0,0,0,12/03/2020,04/07/2021 13:09:26
Sylvia,I love this store,5,0,0,0,12/03/2020,04/07/2021 13:09:26
Candy,Long delays at the facility - 7 days not waiting for goods to be shipped out,3,0,0,0,12/03/2020,04/07/2021 13:09:26
Dana,Awesome deal! Easy to redeem and friendly customer service!,5,0,0,0,12/03/2020,04/07/2021 13:09:26
Beth,Nice selection of name brand merchandise & unbeatable values!,5,0,0,0,12/03/2020,04/07/2021 13:09:26
Deborah,Terrible customer service! Went there today to use my Groupon certificate— it took 3 people and 40 minutes before they figured out how to finally get my membership!,1,0,1,1,12/03/2020,04/07/2021 13:09:26
Guest,"I just took my coupon to BJ's and I got my new card without a delay, the variety of items look ok, I may update later this once I do more shopping there.",4,0,0,0,12/03/2020,04/07/2021 13:09:26
Linda,Beautiful store,5,0,1,1,12/03/2020,04/07/2021 13:09:26
Tammara,Getting my membership card was quick and the customer service representative that assisted me was excellent. He was very pleasant and helpful.,5,0,1,1,12/03/2020,04/07/2021 13:09:30
David,I had a groupon and went to BJ'S and redeemed it without issue. 3 minute process. We then continued to shop and spent over $50,5,0,0,0,12/03/2020,04/07/2021 13:09:30
Angel,"Very easy to redeem, nice store. Great deals, money well spent!",5,0,0,0,12/02/2020,04/07/2021 13:09:30
Raquel,Great purchase,5,0,0,0,12/02/2020,04/07/2021 13:09:30
Ada,I can't ever find the same dog food it varies too much,4,0,1,0,12/02/2020,04/07/2021 13:09:30
Shae,The associate who helped me with setting up my fathers account online was super nice and very helpful.,5,0,0,0,12/02/2020,04/07/2021 13:09:30
Mrs,I purchased the Groupon at the store. There no lines to speak to the membership team and I received my card as soon as I showed the voucher. I highly recommend this groupon.,5,0,1,1,12/02/2020,04/07/2021 13:09:30
Christine,Amazing,5,0,0,0,12/02/2020,04/07/2021 13:09:30
Christopher,Went to pick up my BJs membership card and was greeted by a lovely young lady who,5,0,0,0,12/02/2020,04/07/2021 13:09:30
Kathleen,Quick and easy processing of the membership card,5,0,1,1,12/02/2020,04/07/2021 13:09:30
Pam,A BJ’s membership for $20 is a great deal!,5,0,1,1,12/02/2020,04/07/2021 13:09:34
Barry,Sweet deals and a lot less expensive than most stores! Thanks for the discounted membership Groupon!,5,0,0,0,12/02/2020,04/07/2021 13:09:34
Jonathan,My club had very limited meat selection and most had short remaining shelf life.,1,0,0,0,12/02/2020,04/07/2021 13:09:34
Arnold,"The service was very good, but they more people because the line was so long.",5,0,0,0,12/01/2020,04/07/2021 13:09:34
Danny,"The deals you get on the pricing at BJs is great for their annual fee, but having a Groupon makes the decision to join even more of a bonus.",5,0,0,0,12/01/2020,04/07/2021 13:09:34
Charles,Excellent choices...super employees..even had an item not sold in no stores..sabrett hot sausage,5,0,1,0,12/01/2020,04/07/2021 13:09:34
Linda,So helpful with setting up my membership!,5,0,1,0,12/01/2020,04/07/2021 13:09:34
Karla,Perfect,5,0,1,0,12/01/2020,04/07/2021 13:09:34
Whitney,Super easy to validate,5,0,0,0,12/01/2020,04/07/2021 13:09:34
Yonile,Love it.,5,0,0,0,12/01/2020,04/07/2021 13:09:34
Edgard,"It was a good experience, the person that I spoke to was very helpful",5,0,0,0,12/01/2020,04/07/2021 13:09:38
Lynn,Customer service was extremely courteous and helpful,5,0,0,0,12/01/2020,04/07/2021 13:09:38
Rita,Willoughby store was very helpful and their Covd guidelines are handled the best to their abukitg,4,0,0,0,12/01/2020,04/07/2021 13:09:38
James,"I was signed up by Adriana who was professional,courteous and very quick. I don't think the entire transaction took 5 minutes!! Thanks Groupon anBJS too . We're previous members and big fans of both services!! Keep up the good work 😎 Looking forward to more great deals !!",5,0,0,0,12/01/2020,04/07/2021 13:09:38
Jennifer,Wanted to buy a one year membership for a friend for Christmas. So glad I checked Groupon!!!! Ordered it and already gave it to her. I couldn’t wait. They have many items at great prices.,5,0,0,0,12/01/2020,04/07/2021 13:09:38
Noni,Great like always,5,0,1,0,12/01/2020,04/07/2021 13:09:38
Yasmina,It was great! Even smoother with the Groupon purchase because it cut the “signing up” part in half since they already had all my info! $20 membership for a full year!,5,0,0,0,12/01/2020,04/07/2021 13:09:38
Omar,Very nice professional well oriented with her job,5,0,0,0,11/30/2020,04/07/2021 13:09:38
Dale,CLEAN STORE AND GREAT PRICES,5,0,0,0,11/30/2020,04/07/2021 13:09:38
Terry,Awesome!,5,0,1,0,11/30/2020,04/07/2021 13:09:38
Naimah,"It was very quick and easy. Ashley was very professional, friendly and fast.",5,0,0,0,11/30/2020,04/07/2021 13:09:41
Selena,Quick and easy.,5,0,1,0,11/30/2020,04/07/2021 13:09:41
Alanna,Amazing deal! It was really great to meet the staffs too! Very helpful and professional!,5,0,0,0,11/30/2020,04/07/2021 13:09:41
Laura,It was quick and easy. thank you!,5,0,0,1,11/30/2020,04/07/2021 13:09:41
Patricia,New member. Impressed with helpful staff Good customer service. Very impressed with cashier at checkout. Was having trouble finding certain gift cards to take advantage of Black Friday sale. She went above and beyond to find these gift cards and made sure the discounts were applied. She is an asset to your company.,5,0,0,1,11/30/2020,04/07/2021 13:09:41
Giovana,great deal!,5,0,0,0,11/30/2020,04/07/2021 13:09:41
Guest,Surprisingly there was no line at the Service desk. The woman who assisted me was very quick to activate the membership and was a pleasure to deal with! She gave me the current coupon books as well. Totally positive experience.,5,0,0,0,11/30/2020,04/07/2021 13:09:41
Karlene,I have used this coupon for the last 4 years. It is the best.,5,0,1,0,11/29/2020,04/07/2021 13:09:41
Xochilt,So easy to use! And was able to add a second person to my membership!,5,0,0,0,11/29/2020,04/07/2021 13:09:41
Liz,I got my membership which was great through Groupon but the customer service at BJs in Coventry RI was absolutely awful. Will never go back to that specific BJs again. The rep behind member services had a horrible attitude. Moving forward will look to go to a different BJs in my area,1,0,0,0,11/29/2020,04/07/2021 13:09:41
Ahmed,"Cool enough, the Chocolate was delicious!",5,0,0,1,11/29/2020,04/07/2021 13:09:45
Butterflytrb,Debbie Ann was great! New member signing up. Store very clean.,5,0,1,0,11/29/2020,04/07/2021 13:09:45
Pamela,Gentleman at customer service was super nice. The process was leas then a minute to get the card and get to shopping!,5,0,1,0,11/29/2020,04/07/2021 13:09:45
Liliana,Easy and good service!,5,0,0,0,11/29/2020,04/07/2021 13:09:45
Vincent,Great value !,5,0,0,0,11/29/2020,04/07/2021 13:09:45
MARY,Very easy and quick process.,5,0,0,0,11/29/2020,04/07/2021 13:09:45
Nathan,There is a lot of great savings.,5,0,0,0,11/29/2020,04/07/2021 13:09:45
Vanessa,Very smooth process. Was able to add my mom as an additional guest and she will get her own card. Also easily downloaded the bjs app and uploaded my card and coupons there.,5,0,0,0,11/29/2020,04/07/2021 13:09:45
AnnMarie,Good,5,0,0,0,11/29/2020,04/07/2021 13:09:45
Sherry,Very quickly redeemed my voucher! I need to get familiar with BJ’s so I am only giving it 4 stars for now.,4,0,0,0,11/29/2020,04/07/2021 13:09:45
Simplyme682,SMALLER THAN COSTCO BUT IT WOEKS,5,0,0,1,11/29/2020,04/07/2021 13:09:49
LAURA,Great!!,5,0,0,0,11/29/2020,04/07/2021 13:09:49
Andrea,Smooth process!,5,0,1,0,11/29/2020,04/07/2021 13:09:49
Tarun,Where I can get my card of bjs,5,0,0,0,11/28/2020,04/07/2021 13:09:49
Ruggianno,Ok,3,0,0,0,11/28/2020,04/07/2021 13:09:49
Jackeline,Ok,5,0,0,0,11/28/2020,04/07/2021 13:09:49
Ronald,"Great, quick and easy.",5,0,1,0,11/28/2020,04/07/2021 13:09:49
Sara,B J’s staff was very accommodating in helping me find a special item.,4,0,0,0,11/27/2020,04/07/2021 13:09:49
Carlos,Great store,5,0,0,0,11/26/2020,04/07/2021 13:09:49
Lori,"Auburn, ME location always has superb service!",5,0,0,0,11/26/2020,04/07/2021 13:09:49
Christi,"It was easy to pick up my membership card and have my questions answered. They require masks and have a senior hour Monday through Saturday, which I like. They have a decent selection of products and prices seem good, especially with their coupons.",5,0,0,1,11/26/2020,04/07/2021 13:09:54
Joseph,Helpful and simple,5,0,0,0,11/26/2020,04/07/2021 13:09:54
Gitza,Great offer! I used right away!,5,0,0,0,11/26/2020,04/07/2021 13:09:54
C.,"great service, coupond, merchandise",5,0,1,1,11/26/2020,04/07/2021 13:09:54
Mike,"I'd never been inside a BJ's before, and every employee i encountered were nice and helpful.",5,0,0,0,11/26/2020,04/07/2021 13:09:54
Kimberly,"It was easy to sign up, the clerk was friendly and helpful. I didn't even need to show my Groupon she looked me up on the computer. Totally worth it.",5,0,1,1,11/26/2020,04/07/2021 13:09:54
Wanda,Very easy to redeem offer. As always BJs customer service is excellent. Kudos to the Clermont store.,5,0,0,0,11/25/2020,04/07/2021 13:09:54
Amanda,Awsome,5,0,0,0,11/25/2020,04/07/2021 13:09:54
Billie,The staff were helpful and friendly. The process of getting my cards was super easy.,5,0,0,0,11/25/2020,04/07/2021 13:09:54
Lei,good,5,0,0,0,11/25/2020,04/07/2021 13:09:54
Tyrone,Great deal!,5,0,1,0,11/25/2020,04/07/2021 13:09:59
Kona,"The process was smooth and easy, I love it.",5,0,1,0,11/25/2020,04/07/2021 13:09:59
Lena,They were very nice and fast service love going here,5,0,0,0,11/25/2020,04/07/2021 13:09:59
Guest,Not enough workers outrageous lines,3,0,0,0,11/25/2020,04/07/2021 13:09:59
Peggy,Ladies at Westminster were a great help.,5,0,0,0,11/25/2020,04/07/2021 13:09:59
S.,The process was very easy. Had no problems at all.,5,0,1,1,11/25/2020,04/07/2021 13:09:59
Barbara,"Friendly, easy to redeem membership. Disappointed some thing low in stock, but that’s really due to covid",4,0,0,0,11/24/2020,04/07/2021 13:09:59
Patricia,"The $20.00 membership for a year is phenomenal. I really like BJ,s but I would not spend more than $40.00 for a membership. I tried their trial membership for 3 months. After the year is up I would love to renew again and again for the same price.",5,0,1,0,11/24/2020,04/07/2021 13:09:59
Michael,Customer service was very helpful and patient with my new membership!,5,0,0,0,11/24/2020,04/07/2021 13:09:59
Robert,So far very Happy,5,0,1,1,11/24/2020,04/07/2021 13:09:59
Sue,The store is clean and well stocked with great deals.,5,0,1,0,11/24/2020,04/07/2021 13:10:03
Svetlana,"No unnecessary questions asked... Just show your groupon, they'll scan it and print your membership id. Done!",5,0,0,0,11/24/2020,04/07/2021 13:10:03
Maria,Much better variety of food than at Costco 👍🏽,5,0,0,0,11/24/2020,04/07/2021 13:10:03
Janice,Easy to purc,5,0,0,0,11/24/2020,04/07/2021 13:10:03
Ian,Quick and easy getting membership card.,5,0,0,0,11/24/2020,04/07/2021 13:10:03
Patrick,Process was a breeze.,5,0,0,0,11/24/2020,04/07/2021 13:10:03
Akia,Selves were fully stocked!!!,5,0,0,0,11/24/2020,04/07/2021 13:10:03
Capitol,I purchased the Groupon for BJs and went to the club to redeem it for my membership and they would not accept it.,1,0,0,0,11/24/2020,04/07/2021 13:10:03
Ramadas,Excellent experience. Showed up at the counter with a photo ID and received the membership card in less than 5 minutes.,5,0,0,0,11/23/2020,04/07/2021 13:10:03
Josefina,It went as expected it.,4,0,0,0,11/23/2020,04/07/2021 13:10:03
Brian,Such a great deal. Love the bj's outlet on the weekends. Such great deals on so many different things.,5,0,1,0,11/23/2020,04/07/2021 13:10:07
Tamica,"Wonderful, was very easy to redeem my membership and fast",5,0,0,0,11/23/2020,04/07/2021 13:10:07
Isaura,Person at member services was great. Cashiers are a little rude. Otherwise great.,4,0,0,0,11/23/2020,04/07/2021 13:10:07
Guest,The man who helped me with the membership was very helpful and gave me a lot of information about how to use the card with the bj’s app and coupons available in the app.,5,0,0,0,11/23/2020,04/07/2021 13:10:07
Letta,Best deal ever for BJs membership!,5,0,0,0,11/22/2020,04/07/2021 13:10:07
Charles,Joined today and with all that is going on our experience was really good. They had one line and we figured was going too be there for at least a hour . Total time less than 40 minutes. Definitely looking too shop again soon.,5,0,1,0,11/22/2020,04/07/2021 13:10:07
Marcus,Very poor customer service at the service desk,1,0,0,0,11/22/2020,04/07/2021 13:10:07
Paula,Was the easiest Groupon voucher I ever used!,4,0,0,0,11/22/2020,04/07/2021 13:10:07
Jaime,My card is out in wrong so now every time I go I have to have a manger clear my bj card to go th,1,0,0,0,11/22/2020,04/07/2021 13:10:07
Cynthia,Fast checkout & great prices.,5,0,1,0,11/22/2020,04/07/2021 13:10:07
Katie,The only good deal I got was at the deli. Fabulous price! Walked out with only seven items and spent $65.,2,0,1,0,11/22/2020,04/07/2021 13:10:10
Becky,They are super friendly and its such a great deal! Less crowded than Sam's or Costco also,5,0,1,0,11/22/2020,04/07/2021 13:10:10
R,The purchase was easy. The store itself was clean & the staff was nice.,5,0,0,0,11/21/2020,04/07/2021 13:10:10
Sara,"Signed up for BJs on cell phone. Had to go to customer service to membership card. Bobbie at the customer service desk was polite, friendly sly and helpful.",5,0,0,0,11/21/2020,04/07/2021 13:10:10
Jorge,Great easy ..,5,0,0,0,11/21/2020,04/07/2021 13:10:10
Philip,"Very friendly, and they have plenty of registers open so there wasn't much of a wait to check out.",5,0,0,0,11/21/2020,04/07/2021 13:10:10
Gabriela,"Went to the branch at Auburn, MA. They were very friendly. I really like the one at Leominster also. They made the card really quickly, went there with my bf and we both got cards and were explained how everything works.",5,0,0,0,11/21/2020,04/07/2021 13:10:10
Krystal,Voucher was easy to redeem. Staff is friendly and even though the line was really long it moves fast.,5,0,0,0,11/21/2020,04/07/2021 13:10:10
Eleita,Love the service,5,0,1,1,11/21/2020,04/07/2021 13:10:10
Tammie,I love BJ’s you can find everything,5,0,1,0,11/21/2020,04/07/2021 13:10:10
Louis,Easy and worth it,5,0,0,0,11/20/2020,04/07/2021 13:10:14
Greg,Easy to use! Looking forward to many visits,5,0,0,0,11/20/2020,04/07/2021 13:10:14
Eduardo,Quick and easy. Thank you,5,0,0,0,11/20/2020,04/07/2021 13:10:14
Anthony,Great membership to buy items in bulk,5,0,0,0,11/20/2020,04/07/2021 13:10:14
Edwin,Excellent,5,0,1,0,11/20/2020,04/07/2021 13:10:14
Brahmaiah,Good,5,0,0,0,11/20/2020,04/07/2021 13:10:14
Ella,BJ was nice and clean. Had a great time shopping there.will go back again.,4,0,1,0,11/19/2020,04/07/2021 13:10:14
Pamela,Had no problems ordering reasonable prices,5,0,0,0,11/19/2020,04/07/2021 13:10:14
Curtis,Vvery helpful and friendly employees.,5,0,1,0,11/19/2020,04/07/2021 13:10:14
Polly,"Went there today, waited in line to redeem my membership and the printer wasn’t working. Now I have to go and wait in line again to get my membership card. The Quality of products is suspect in my opinion. I won’t be making frequent trips.",2,0,0,0,11/19/2020,04/07/2021 13:10:14
Anthony,Very friendly. Great Customer Service. Better prices than the competition!,5,0,1,0,11/19/2020,04/07/2021 13:10:18
Joan,I was able to find most items I went for and used many coupons. Good prices. The only negative today was the lines were long. Very friendly employees.,4,0,0,0,11/19/2020,04/07/2021 13:10:18
Lucy,Loved it,5,0,0,0,11/19/2020,04/07/2021 13:10:18
Guest,"Super easy to go into member services, show my ID plus voucher from Groupon and keep my cards To shop same day",5,0,0,0,11/19/2020,04/07/2021 13:10:18
Joann,"Signing up for membership was as simple as 1, 2, 3 with this groupon",5,0,1,0,11/19/2020,04/07/2021 13:10:18
Tammra,Busy day at the Victor location and the customer service representative acted inconvenienced to issue membership card based on it being Groupon. She asked me several times if I actually purchased the Groupon and went through all the steps. I had my voucher up showing it was complete. The membership is a great deal. Just feel bad for the underpaid/overworked employees. I do feel bad it was busy.,4,0,1,0,11/18/2020,04/07/2021 13:10:18
Guest,👍👍👍,5,0,0,0,11/18/2020,04/07/2021 13:10:18
Frank,"Great purchase, easy to get my membership.",5,0,1,0,11/18/2020,04/07/2021 13:10:18
Karomy,Excelente sin problema ninguno,5,0,0,0,11/18/2020,04/07/2021 13:10:18
Cynthia,I love the store and the customer service.,5,0,0,0,11/18/2020,04/07/2021 13:10:18
Marge,Bought BJ CARD WAS SIMPLE,5,0,0,0,11/18/2020,04/07/2021 13:10:22
Kenneth,Looking forward to shopping there,5,0,1,0,11/18/2020,04/07/2021 13:10:22
William,"Lost voucher by clicking redeemed by mistake. Trying to call, no luck and no help.",1,0,1,0,11/18/2020,04/07/2021 13:10:22
Guest,Great deal and easy to use!,5,0,0,0,11/18/2020,04/07/2021 13:10:22
Laura,Very pleasant store.,5,0,0,0,11/18/2020,04/07/2021 13:10:22
Karen,Went straight to customer service to validate the Groupon certificate and was able to get new cards for myself and husband immediately. Customer service person was very prompt and courteous.,5,0,0,0,11/17/2020,04/07/2021 13:10:22
Tom,Purchased membership thru Groupon. Excellent.,5,0,1,0,11/17/2020,04/07/2021 13:10:22
Carmen,Activating my membership was super easy.,5,0,0,0,11/17/2020,04/07/2021 13:10:22
Darlene,The workers were pleasant and very helpful,5,0,0,0,11/17/2020,04/07/2021 13:10:22
Tonya,The ordering process was really easy. I had no issues.,5,0,0,0,11/17/2020,04/07/2021 13:10:22
Carla,Excellent customer service!!,5,0,0,0,11/17/2020,04/07/2021 13:10:25
Ma,Great. Save a lot,5,0,1,0,11/17/2020,04/07/2021 13:10:25
Elaine,Excellent service,5,0,0,0,11/17/2020,04/07/2021 13:10:25
Sue,Awesome selections!!,5,0,0,0,11/17/2020,04/07/2021 13:10:25
Alejandra,Very good store! Quick service!,5,0,0,0,11/17/2020,04/07/2021 13:10:25
Julianna,The card processing machine was not working at the Hamilton location.,4,0,0,0,11/17/2020,04/07/2021 13:10:25
Vinnette,Good!,3,0,1,0,11/17/2020,04/07/2021 13:10:25
Stephen,Did not have a good experience....,1,0,1,0,11/17/2020,04/07/2021 13:10:25
Karen,Rose in guess services was extremely helpful in walking me through the membership process. Great price on the items I bought,5,0,0,0,11/17/2020,04/07/2021 13:10:25
Heba,Good deal,4,0,0,0,11/17/2020,04/07/2021 13:10:25
Christina,Super easy and fast experience.,5,0,1,1,11/17/2020,04/07/2021 13:10:29
ELISHABETH,I cannot redeem,2,0,1,0,11/17/2020,04/07/2021 13:10:29
Franchescka,Exce,5,0,0,0,11/16/2020,04/07/2021 13:10:29
Adolfo,Good value but few hi-end articles. Good gas and prices w/o the lines of major discount clubs.,4,0,0,0,11/16/2020,04/07/2021 13:10:29
Maria,"Always good deals, very clean, love the clothing department!",5,0,1,0,11/16/2020,04/07/2021 13:10:29
Geraldine,Easy no question I recommend no line,5,0,0,0,11/16/2020,04/07/2021 13:10:29
RAUL,"Good savings, great variety of pro",5,0,0,0,11/16/2020,04/07/2021 13:10:29
Mary,Awesome store. Has everything you need in it. I love you can buy bulk.,5,0,1,0,11/15/2020,04/07/2021 13:10:29
Evelyn,Go to Costco,1,0,0,0,11/15/2020,04/07/2021 13:10:29
Jose,Great prices,5,0,1,0,11/15/2020,04/07/2021 13:10:29
Brett,Quick and easy,5,0,1,1,11/15/2020,04/07/2021 13:10:33
Guest,No issues smooth transaction,5,0,0,0,11/15/2020,04/07/2021 13:10:33
Kerrie,"It's great if you just want to buy in bulk or individually wrapped, but the prices are about the same if you break it down.",3,0,1,0,11/15/2020,04/07/2021 13:10:33
Freda,Having difficulty downloading BJ’s app onto my phone,3,0,1,0,11/15/2020,04/07/2021 13:10:33
Tiffany,Great price easy to redeem,5,0,0,0,11/15/2020,04/07/2021 13:10:33
Deborah,Quick easy enjoy shopping here so I had to become a member especially since Groupon had a discount jump right on it yes 5star,5,0,1,0,11/15/2020,04/07/2021 13:10:33
Sherry,It was a short line and the service was great. No questions asked about using the Groupon Coupon. I immediately went and stocked up on the things I need to get through the rest of 2020,4,0,0,0,11/15/2020,04/07/2021 13:10:33
Kevin,App is not easy to use.,4,0,0,0,11/15/2020,04/07/2021 13:10:33
Keisha,Lines are too long,3,0,0,0,11/15/2020,04/07/2021 13:10:33
Johanna,Going in and picking up my card was 1 2 3.,5,0,1,0,11/15/2020,04/07/2021 13:10:33
Linda,Good place to shop . People are very nice to customers.,5,0,0,0,11/15/2020,04/07/2021 13:10:37
Janice,No problems. Very happy shopping,4,0,0,0,11/15/2020,04/07/2021 13:10:37
Iris,Well we got there and at firs I was ok even know we waited it a little bit to get my subscription card but what I didn't like was the longggg line that it was inside for you to check out it was provably a one hr wait maybe more for you to get to the check out so that discourage me and I left mostly now days you don't want to be inside a place with lots of people but the place was ok.,3,0,1,0,11/15/2020,04/07/2021 13:10:37
Mean,🤗,5,0,0,0,11/15/2020,04/07/2021 13:10:37
Zeynep,I’m never take it the BJS card she said same thing wrong,1,0,1,0,11/14/2020,04/07/2021 13:10:37
