name,text,rating,review_count,top_reviewer,helpful_reviewer,date_published,date_scraped
Lasandra,Excellent,7,0,1,0,03/28/2021,03/28/2021 09:19:59
Sandra,Buying the membership was easy but then not realizing it would take several days to get the membership via email went to the sams club waited in line for 30 minutes to be told we can’t help you with figuring out how to get your account # too bad can’t shop without out it wasted my time was not customer friendly they would not even offer a day pass nothing Costco is definitely better,10,0,1,0,03/28/2021,03/28/2021 09:19:59
Julie,This was so not worth the hassle. I ended up paying for it again. The lady at Sam's said someone tried to redeem their purchase from Groupon the day before and gave up and purchased again in the store. I'm not even sure how to get a refund from Groupon.,1,0,0,0,03/28/2021,03/28/2021 09:19:59
Britney,Not a bad price so I brought it,1,0,0,0,03/28/2021,03/28/2021 09:19:59
LuAnn,"I saw an item I wanted to purchase, so I became a member. When went back to purchase it a few minutes later, it was suddenly ""out of stock."" I am a little skeptical since it was not a trending item.",4,0,0,0,03/28/2021,03/28/2021 09:19:59
Shannon,"Good deal, however, this is not the plus membership! The before pricing is a little misleading.... said $99, I assumed I was only paying $35 for the plus membership. Its the basic membership with a free pizza and cake.",1,0,0,0,03/28/2021,03/28/2021 09:19:59
Melissa,They would t help me register my sams club Groupon said they are not affiliated so can’t help me. Had me press redeemed and voucher disappeared,2,0,0,0,03/28/2021,03/28/2021 09:19:59
Brenda,They could not activate the membership i bought on groupon,1,0,0,0,03/28/2021,03/28/2021 09:19:59
Nyrhtak,I cannot get my membership activated.,2,0,0,0,03/28/2021,03/28/2021 09:19:59
Yolanda,It was very easy to activate and I had the opportunity to download my card to my phone!!,1,0,0,0,03/28/2021,03/28/2021 09:19:59
Guest,"Hard to get card, still don’t have it yet",1,0,0,0,03/28/2021,03/28/2021 09:20:02
Annaclaire,The coupons for Sams club are a farce. Tried to get my card for what I paid for and was told by Sams club I paid the extra money for a basic membership and was supposed to get the 2% back etc..... don’t buy this coupon it’s a lie,2,0,0,0,03/28/2021,03/28/2021 09:20:02
Susan,Very Good,3,0,0,0,03/28/2021,03/28/2021 09:20:02
Susanne,"Horrible, code did not work. Customer service at Sams doesn’t know how to handle although the instructions say specifically to contact them with any issues. On my 3rd attempt to resolve",4,0,0,0,03/28/2021,03/28/2021 09:20:02
Peggy,They was great on helping with everything,5,0,0,0,03/28/2021,03/28/2021 09:20:02
Nita,Easy to get and enjoying the saving and variety of stuff,1,0,0,0,03/28/2021,03/28/2021 09:20:02
Guest,Couldn’t find the redemption code. Groupon said I have to call Sam’s club to find it. Tried that to no avail. They said to contact Groupon which is not easy to do. Finally figured out how to live chat and got the code no problem. Seems like why to much work to get a code. Still worth the $20 I saved but com on man!!,1,0,0,0,03/28/2021,03/28/2021 09:20:02
Lora,"Hey I bought a Groupon for a membership at Sams Club and I still don’t have access to it , I can’t use it. And it is only for 1day for 25 I’d rather pay full price and have it for a year , and I haven’t even been in the store , I need HELP !???",1,0,0,0,03/28/2021,03/28/2021 09:20:02
Guest,Great deal!,1,0,0,0,03/28/2021,03/28/2021 09:20:02
Catera,Fast & simple,1,0,0,0,03/28/2021,03/28/2021 09:20:02
Guest,"Hard to get card, still don’t have it yet",1,0,0,0,03/28/2021,03/28/2021 09:20:06
Annaclaire,The coupons for Sams club are a farce. Tried to get my card for what I paid for and was told by Sams club I paid the extra money for a basic membership and was supposed to get the 2% back etc..... don’t buy this coupon it’s a lie,2,0,0,0,03/28/2021,03/28/2021 09:20:06
Susan,Very Good,3,0,0,0,03/28/2021,03/28/2021 09:20:06
Susanne,"Horrible, code did not work. Customer service at Sams doesn’t know how to handle although the instructions say specifically to contact them with any issues. On my 3rd attempt to resolve",4,0,0,0,03/28/2021,03/28/2021 09:20:06
Peggy,They was great on helping with everything,5,0,0,0,03/28/2021,03/28/2021 09:20:06
Nita,Easy to get and enjoying the saving and variety of stuff,1,0,0,0,03/28/2021,03/28/2021 09:20:06
Guest,Couldn’t find the redemption code. Groupon said I have to call Sam’s club to find it. Tried that to no avail. They said to contact Groupon which is not easy to do. Finally figured out how to live chat and got the code no problem. Seems like why to much work to get a code. Still worth the $20 I saved but com on man!!,1,0,0,0,03/28/2021,03/28/2021 09:20:06
Lora,"Hey I bought a Groupon for a membership at Sams Club and I still don’t have access to it , I can’t use it. And it is only for 1day for 25 I’d rather pay full price and have it for a year , and I haven’t even been in the store , I need HELP !???",1,0,0,0,03/28/2021,03/28/2021 09:20:06
Guest,Great deal!,1,0,0,0,03/28/2021,03/28/2021 09:20:06
Catera,Fast & simple,1,0,0,0,03/28/2021,03/28/2021 09:20:06
Linda,"I just found out that if I do this every year I have to create a new email account each time! This is a Sams problem, not Groupon. I will just go to Sams and renew next year unless they change their policy. Thank you Groupon",2,0,0,0,03/28/2021,03/28/2021 09:20:10
Mary,This was my first Groupon purchase and it was made easy. Simple instructions gained a happy customer.,1,0,0,0,03/28/2021,03/28/2021 09:20:10
LaMonica,Great deal! This is the cheapest I’ve seen a sams club membership.,13,0,1,0,03/27/2021,03/28/2021 09:20:10
Bob,I have not received the card and I badly needed it because I only shop at Sam's Club to save money. I dearly pray to God that they send my membership card already because we really really have to save money. And it is on Sam's Club were we can save money. It has been almost a month and I cannot shop at Sam's Club because I don't have the membership card. Why it is taking so long to receive it. God help me!,1,0,0,0,03/27/2021,03/28/2021 09:20:10
Enielson,Can get the coupon to work!!! Spoke with sams club agent and they told me the problem is with the Groupon code! But Groupon does not resolve the problem. Going to the credit card to get the transaction podes/refunded!!,2,0,0,0,03/27/2021,03/28/2021 09:20:10
Karen,This groupon is a complete waist of money. Sams club was not able to process it 🤬 First and last time I will try using this app... so frustrated!,1,0,0,0,03/27/2021,03/28/2021 09:20:10
Jason,Need to make it easier to get my card and tell me more,1,0,0,1,03/27/2021,03/28/2021 09:20:10
Jeffrey,"The girl name Charisma at the Torrance, California membership desk was SO RUDE! VERY POOR CUSTOMER SERVICE SKILLS. WILL NOT RECOMMEND THE CLUB TO KEEP HER AT THE FRONT DESK HELPING PEOPLE. HORRIBLE SKILLS. EVEN HEARD OTHER PEOPLE IN LINE COMPLAINING ABOUT HER. SMH",1,0,0,0,03/27/2021,03/28/2021 09:20:10
Royleen,"The process was very quick, and I logged in, received my virtual card within minutes, and started shopping...no need to even go into a store to start purchasing.",1,0,0,1,03/27/2021,03/28/2021 09:20:10
Chrystal,Great store for bulk items. Everything is touchless for check out minus having to grab the scanner. Really enjoy shopping here!,1,0,0,0,03/27/2021,03/28/2021 09:20:10
Pauline,"I put in my code #, when it was time to fill the voucher it disappeared on me and there was no way to activate it.",11,0,1,0,03/27/2021,03/28/2021 09:20:13
Christie,"It was super fast getting signed up once I got to the store. I was off to shop within five minutes. The customer service was fantastic, great job Khadijah!",2,0,0,0,03/27/2021,03/28/2021 09:20:13
Robin,It was terrible. I couldn't get the redemption code to work nor could a Sam's Club associate. All of this took half an hour of my time . I end up having to get a membership through them. I would like my Groupon voucher to be reimbursed. I provided a copy of the receipt for the membership that I had to purchase at the Sam's Club.,1,0,0,0,03/27/2021,03/28/2021 09:20:13
Mark,This membership process is the worst EVER to deal with. Redeeming the FREE items the system does not allow you to use the redemption code at the same purchase time. To go back and pick your 2nd item the system will show your voucher has already been used. After 4 days Sams is blaming Groupon... Groupon is blaming Sams Club. 3 different people at the store ha...,1,0,0,0,03/27/2021,03/28/2021 09:20:13
Robert,Very positive experience,1,0,0,0,03/27/2021,03/28/2021 09:20:13
Dee,Love Sam’s,1,0,0,0,03/27/2021,03/28/2021 09:20:13
Kala,Easy process,2,0,0,0,03/27/2021,03/28/2021 09:20:13
Kerri,Went great!,4,0,0,0,03/27/2021,03/28/2021 09:20:13
Samir,I was not able to use my Membership Groupon and I would like it credit back from Groupon.,1,0,0,0,03/27/2021,03/28/2021 09:20:13
Lucia,I liked that I was able to check out using my phone!,1,0,0,0,03/27/2021,03/28/2021 09:20:13
Maureen,Great savings and a huge store. Makers mark products are excellent but I slightly prefer Kirkland at Costco. Still awesome and recommended.,1,0,0,0,03/27/2021,03/28/2021 09:20:17
Mariaross001,"I’m having problems to redeem my subscription, Groupon said to call Sam’s Sam was walking me through it now I’m having problems because I didn’t get enough help. I cam in to the store and the code is saying invalid",2,0,0,0,03/27/2021,03/28/2021 09:20:17
Chevon,Speedy process getting membership card. Enjoyed the shopping experience.,2,0,0,0,03/27/2021,03/28/2021 09:20:17
Michael,Good,2,0,0,0,03/27/2021,03/28/2021 09:20:17
Chasity,"I was able to receive my card same day , upon going into sams and the employees were helpful and friendly !!",1,0,0,0,03/27/2021,03/28/2021 09:20:17
Regina,"My code came up as ""Not valid"" still waiting for a response",2,0,0,0,03/27/2021,03/28/2021 09:20:17
Sandra,Couldn’t register and sign in,12,0,1,1,03/27/2021,03/28/2021 09:20:17
Julia,Super easy to obtain the membership. They give you an extra card for another family member as well. Everyone is super friendly and helpful!,1,0,0,0,03/27/2021,03/28/2021 09:20:17
Chyann,Paid for membership went to Lafayette Indiana Sams with redeem code customer service girl told me that I would receive email with set up instructions that code Groupon gave me wasn't finding me in system now I'm waiting to get membership HASSEL,1,0,0,0,03/27/2021,03/28/2021 09:20:17
Marty,"Followed instructions on line to sign up at Sams, stopped at the store and picked up our cards, it took about 5 minutes.",1,0,0,0,03/26/2021,03/28/2021 09:20:17
Rainy,I was unable to use this deal the store said they couldn’t find it. So I had to pay for another membership so I could shop since I was already at the store. Then got home and was able to find what she couldn’t 😩 and I couldn’t get ahold of Groupon to save my life.,1,0,0,0,03/26/2021,03/28/2021 09:20:21
Dessymomma,I did not actually get to use the membership because I already have an account so this is for new memberships not renewal membership and I accidentally hit redeemed and now I am unable to use the purchase,1,0,0,0,03/26/2021,03/28/2021 09:20:21
Rebecca,Nice ppl. Got this hoping for some really good keto finds but a bit disappointed at my first visit. Will keep checking over the next few months.,1,0,0,0,03/26/2021,03/28/2021 09:20:21
Danielle,Groupon voucher number didn't match at store they didn't honor it so I lost my $25. Called discover to dispute charge because you can never get a human being on phone to cancel any item purchased. Not sure who is more aggrevating Groupon or Sam's. Never again,14,0,0,0,03/26/2021,03/28/2021 09:20:21
Dawn,DON'T BUY THIS,1,0,0,0,03/26/2021,03/28/2021 09:20:21
Amanda,I paid the $35 fee for better membership and they only gave me basic membership.,1,0,0,0,03/26/2021,03/28/2021 09:20:21
Julie,It was quick & painless. Was able to set up partners account. Very easy...less than 5 minutes no wait.,33,0,1,1,03/26/2021,03/28/2021 09:20:21
L,"I missed completing my enrollment by not reading all the purchase information. The manager assistant or manager assisted the clerk on the cash register to complete my sale. Their patience is to be applauded. It was my best Sam's Club experience in the last 5 years. I did not get the young lady's name, but she was phenomenal. I had decided not to be a Sa...",66,0,1,1,03/27/2021,03/28/2021 09:20:21
Jonathan,This was an absolute steal and getting my account set up took maybe 2 minutes. Also $35 for a $100 membership that pays itself off the first visit! Bring this one back in 12 months!,1,0,0,0,03/27/2021,03/28/2021 09:20:21
Robert,Very difficult to just save a few bucks. Next time i’ll just go do it in the store,2,0,0,0,03/26/2021,03/28/2021 09:20:21
Guest,It was a good deal the problem was when I got to the customer service they wasn't able to help me register the card they said it was a third party through Groupon so I had to get out of line come home and figure it out but after that I'm good to go so it's a good buy😏,1,0,0,0,03/27/2021,03/28/2021 09:20:24
Angela,Great store!,2,0,0,0,03/26/2021,03/28/2021 09:20:24
C,Best way to get a good deal on a Sam's membership and the extras that come with the Groupon deal is a plus!,2,0,0,0,03/26/2021,03/28/2021 09:20:24
Russ,Very friendly help me w the Groupon,1,0,0,0,03/26/2021,03/28/2021 09:20:24
Sonya,great deal,4,0,0,0,03/26/2021,03/28/2021 09:20:24
William,Quick and easy,1,0,0,0,03/26/2021,03/28/2021 09:20:24
Crump22,I can’t go past the first page to sign up!a complete waste of time and money,1,0,0,0,03/27/2021,03/28/2021 09:20:24
Shirleen,"The associates are always helpful, the store is always clean and well managed! the registers get you through pretty fast and the food is fresh and you can always fine discount on so many items!",22,0,1,0,03/26/2021,03/28/2021 09:20:24
Mary,Customer service needs to be able to provide help for other's,2,0,0,1,03/27/2021,03/28/2021 09:20:24
Ito,Still haven’t got my voucher,2,0,0,1,03/27/2021,03/28/2021 09:20:24
Dwayne,I didn’t get a promotion code and was unable to complete the proc,2,0,0,0,03/26/2021,03/28/2021 09:20:28
Ashley,"Great store, great variety and reasonable prices",2,0,0,0,03/26/2021,03/28/2021 09:20:28
Trequan,Doesn’t work!,4,0,0,0,03/26/2021,03/28/2021 09:20:28
Edith,I wasn't able to redeem my gruopon waist. Of my money .people like sams take advantage of the elderly,10,0,1,1,03/26/2021,03/28/2021 09:20:28
Antonio,Very easy to use finished quicly no problems at all.,1,0,0,0,03/26/2021,03/28/2021 09:20:28
Dori,Very easy to activate my membership and receive the electronic membership card in the Sams app.,1,0,0,0,03/26/2021,03/28/2021 09:20:28
Pam,The people at sams helped me register my membership! Excited to start using it now,3,0,0,0,03/26/2021,03/28/2021 09:20:28
Freedom,Best Buy on Groupon so far! Instant buying where you can sign up and use that day so love the process,2,0,0,0,03/26/2021,03/28/2021 09:20:28
Donna,Sam's club is great. The Groupon is good. I just have had problems redeeming the last two times I've purchased.,1,0,0,0,03/26/2021,03/28/2021 09:20:28
Marilyn,I cannot sign on,1,0,0,0,03/26/2021,03/28/2021 09:20:28
MANYA,DO NOT PURCHASE A GROUPON FOR THIS SAMS CLUB THROUGH GROUPON ! The voucher doesn’t work! Then they won’t offer a refund!,8,0,1,0,03/26/2021,03/28/2021 09:20:32
Bianca,"Bought the voucher, went to the nearest club, showed it at the membership area on my phone with my ID and I got the card. Easy and perfect!",5,0,0,1,03/26/2021,03/28/2021 09:20:32
Samuel,I need help please I want to know how to use,3,0,0,1,03/26/2021,03/28/2021 09:20:32
Martha,It is extremely aggravating to try and get the membership when nobody and nothing helps,1,0,0,0,03/26/2021,03/28/2021 09:20:32
Margaret,Wonderful!,6,0,1,0,03/26/2021,03/28/2021 09:20:32
Patricia,Sams was more than helpful while we tried to get the issue taken care of. It took an hour and a half to get me signed up because when they tried to put my name in it would work.,1,0,0,0,03/26/2021,03/28/2021 09:20:32
Edmund,"First time using this app and so far, so good!!!",1,0,0,0,03/26/2021,03/28/2021 09:20:32
Guest,"Your service was fine, I just misunderstood how everything worked",1,0,0,0,03/25/2021,03/28/2021 09:20:32
Jason,Idk how to get card yet,1,0,0,0,03/25/2021,03/28/2021 09:20:32
Stacey,"Best, first experience. Will definitely be visiting again.",6,0,0,0,03/27/2021,03/28/2021 09:20:32
Faydra,Great,1,0,0,0,03/25/2021,03/28/2021 09:20:35
Shane,Membership is hard to set up due to you can’t do it on a phone or tablet. For it to work you must use a computer. That’s only if you use the Groupon code. If you want to pay full price you don’t need a computer. Other then having to call Sams and live chat Groupon the membership is great!,2,0,0,0,03/25/2021,03/28/2021 09:20:35
Tiffany,Easy easy easy to set up and a fantastic deal!,30,0,1,0,03/25/2021,03/28/2021 09:20:35
Faye,"WARNING- don’t use this! The link they give you doesn’t work, but it shows it as redeemed. Customer service gives you the run around, gives you another link that doesn’t work, you go to store and they can’t help you. Call customer service and they just give you another link to join paying a higher price without refunding your money. This is my observations and it appears to be a scam.",1,0,0,0,03/26/2021,03/28/2021 09:20:35
JERMAiNE,I tried redeeming my voucher Nd it said tht I redeemed it already. Still waiting for Sam’s Club’s Groupon team to try Nd resend a link,1,0,0,0,03/25/2021,03/28/2021 09:20:35
Shantina,It’s not Sam club it’s Groupon they need to get better I couldn’t even get my card,1,0,0,0,03/25/2021,03/28/2021 09:20:35
Jackie,My redemption code does not work!,2,0,0,0,03/25/2021,03/28/2021 09:20:35
Kimberly,This is my second meme reship through Groupon with sSam’s Club.. both times I had to contact customer service to get the code I needed to activate my membership.. it’s a bit inconvenient but I will continue to renew this way due to it being $20 cheaper.,20,0,1,0,03/27/2021,03/28/2021 09:20:35
Guest,After the purchase it was easy and very friendly when i picked up my card.,1,0,0,0,03/25/2021,03/28/2021 09:20:35
Lori,It was an easy process both online and at Sam's club,2,0,0,0,03/25/2021,03/28/2021 09:20:35
XIAOXIAO,The instructions to receive the redemption code are just not helpful. You can’t find the redemption code anywhere once you view the voucher and click redeem. There is no option to copy the code. Act really carefully before you confirm redemption of this Groupon.,6,0,0,0,03/25/2021,03/28/2021 09:20:39
Denise,Figuring out how to use my voucher was a little difficult at first but got it done! Got a great deal with this purchase.,1,0,0,0,03/26/2021,03/28/2021 09:20:39
Jose,Excellent,7,0,1,0,03/25/2021,03/28/2021 09:20:39
Wilma,I really enjoyed shopping at sams Great variety good prices,4,0,0,0,03/25/2021,03/28/2021 09:20:39
Andrew,It was great and easy to use! I’m glad I got it! Cheaper than the gentleman who came in beside us without one!,1,0,0,0,03/25/2021,03/28/2021 09:20:39
Jayne,Great experience,9,0,1,0,03/24/2021,03/28/2021 09:20:39
Janelle,"I went to Sam Club to obtain my card and they was unable to locate my groupon information there for I was unable to receive my card ,and had to pay full price for a card",4,0,0,0,03/24/2021,03/28/2021 09:20:39
Shontay,The prices are great and the warehouse had everything I needed. Completely exceeded my expectations.,6,0,1,0,03/24/2021,03/28/2021 09:20:39
Leeann,Got a really sharp woman that knew exactly how to get me set up. No problem,7,0,1,0,03/24/2021,03/28/2021 09:20:39
Jaeda,Loved everything!!,1,0,0,0,03/24/2021,03/28/2021 09:20:39
Katie,C very unclear on what free items we,10,0,1,0,03/25/2021,03/28/2021 09:20:43
Resa,"4025 Deer Trail Way Sacramento CA 95823, USA",1,0,0,0,03/24/2021,03/28/2021 09:20:43
Marjorie,The woman working at the front desk was so helpful. I hadn't followed through with my signing in. She was more than patient with me. I had a great experience in the Wake Forest store. Thank you.,6,0,0,0,03/25/2021,03/28/2021 09:20:43
Lynn,Love my membership. Just wish they had more organic items. Employees helpful and friendly at both Sam’s that I have shopped at.,1,0,0,0,03/24/2021,03/28/2021 09:20:43
Barbara,Little bit confusing. But Sam’s figured it out,1,0,0,0,03/24/2021,03/28/2021 09:20:43
Joanne,Don't buy Sam's won't help you whatsoever they tell you redeem then they have no clue! So I'm out 35.00!,2,0,0,0,03/24/2021,03/28/2021 09:20:43
Cyerriea,Awesome,1,0,0,0,03/24/2021,03/28/2021 09:20:43
Shari,Excellent selection of top brands. New self check out stations reduced the long lines that use to plague Sam’s. The Groupon deal was so worth it,8,0,1,0,03/24/2021,03/28/2021 09:20:43
Sharon,Unable to get redemption code to activate membership l just paid for. Call Sam Club they can advised me to contact Groupon. 1 star for answering call in timely manner,1,0,0,0,03/26/2021,03/28/2021 09:20:43
Tanya,"Redemption of the Groupon was easily completed via the Sam's website. I then downloaded their app and my ""membership card"" was right there.",165,0,1,1,03/25/2021,03/28/2021 09:20:43
Joseph,"It took several hours for the store to know how to activate my Groupon account purchase. But once were members, everything was great.",1,0,0,0,03/24/2021,03/28/2021 09:20:47
Mikela,PISSED!!!!!! I never got email to redeem the code. So I can't get the card without it.,1,0,0,0,03/24/2021,03/28/2021 09:20:47
Laurie,The store is very nice,4,0,0,0,03/24/2021,03/28/2021 09:20:47
Guest,Great deals on hand,1,0,0,0,03/24/2021,03/28/2021 09:20:47
Islande08,Awful. Can’t get in contact with anyone in customer service,1,0,0,0,03/24/2021,03/28/2021 09:20:47
Chantelle,Very simple to redeem online.,2,0,0,0,03/24/2021,03/28/2021 09:20:47
FLORA,I HAD SOME PROBLEMS CONNECTING .,1,0,0,0,03/24/2021,03/28/2021 09:20:47
Tangela,Sam’s Club has great customer satisfaction interest.,2,0,0,0,03/24/2021,03/28/2021 09:20:47
Laura,Easy to walk in and get my card.,5,0,0,1,03/24/2021,03/28/2021 09:20:47
Yolanda,Fast and easy. After member services associate explained the process.,1,0,0,0,03/24/2021,03/28/2021 09:20:47
Robert,Great prices at Sam's Club. Well worth the purchase price.,7,0,0,0,03/24/2021,03/28/2021 09:20:50
Carly,Good ex,1,0,0,0,03/24/2021,03/28/2021 09:20:50
Leslie,"Don't fall for the 35$ deal only difference between it and the normal membership is they give you a frozen pizza and a 10"" cake it's not the 100.00 membership like the crossed out 99.00 leads you to believe.",1,0,0,0,03/25/2021,03/28/2021 09:20:50
Guest,This was an excellent deal,1,0,0,0,03/24/2021,03/28/2021 09:20:50
Thomas,I am excited to try out Sam's Club for a lesser price along with getting some free bennies as well. It's a win-win. I'll certainly be telling/bragging to all my friends and suggesting they give it a try also.,1,0,0,0,03/24/2021,03/28/2021 09:20:50
Joseph,Good deal,2,0,0,0,03/24/2021,03/28/2021 09:20:50
Laura,Love it,1,0,0,0,03/24/2021,03/28/2021 09:20:50
Yolanda,It was very easy to receive my card,4,0,0,0,03/24/2021,03/28/2021 09:20:50
Kimberly,Love it,3,0,0,0,03/24/2021,03/28/2021 09:20:50
Hope,I love the selections and low prices,1,0,0,0,03/24/2021,03/28/2021 09:20:50
Susan,I didn’t go. This online is confusing 🤯🤯,2,0,0,0,03/23/2021,03/28/2021 09:20:54
Frankie,I never received any notice from Sams Club or Groupon about my order and will not use Sams Club or Groupon again,3,0,0,0,03/23/2021,03/28/2021 09:20:54
Sosamma,Thanks a lot Groupon.. the chat rep helped me regain access to my redeem code. I was able to get my sams club membership an shop same day thanks again Groupon,1,0,0,0,03/23/2021,03/28/2021 09:20:54
Mary,all ways have what I need,4,0,0,0,03/23/2021,03/28/2021 09:20:54
Gerardo,Super easy to redeem! Great deal,9,0,1,0,03/23/2021,03/28/2021 09:20:54
Jill,Worked well!,1,0,0,0,03/23/2021,03/28/2021 09:20:54
Cynthia,Trying to find the “redemption code” and link it to Sam’s club from Groupon is a nightmare!,4,0,0,0,03/23/2021,03/28/2021 09:20:54
Samantha,The moment you walk up to the facility they are cleaning carts as you grab them. The aisles are even more organized that Costco. There are plenty of options for vegetarians and the prepare meals are excellent for a busy hospital worker like me!,3,0,0,1,03/24/2021,03/28/2021 09:20:54
Tony,Great to buy in bulk. Stron,7,0,1,0,03/23/2021,03/28/2021 09:20:54
Zakkyyra,I love my card!! Thank you,2,0,0,0,03/23/2021,03/28/2021 09:20:54
Elvin,Have to give it like 2 house to send me a code that I need but otherwise great,7,0,1,0,03/23/2021,03/28/2021 09:20:58
Maly,Good customer service,7,0,0,0,03/23/2021,03/28/2021 09:20:58
Espeon,Worked great!,2,0,0,0,03/23/2021,03/28/2021 09:20:58
Jeanette,"Easy to redeem, everything done online haven't had to go in store.",3,0,0,0,03/23/2021,03/28/2021 09:20:58
Jennifer,Very nice Club. Well kept and clean. Staff is very informative and helpful.,11,0,0,0,03/23/2021,03/28/2021 09:20:58
Alice,The process was easy and your Dams card is on your phone!! No lines or blurry pics.,2,0,0,0,03/23/2021,03/28/2021 09:20:58
Tia,Very poor trying to receive your sam’s club card on Groupon.,8,0,0,0,03/23/2021,03/28/2021 09:20:58
Shelby,It was super easy to redeem and the lady helped me as this was my first Groupon buy. I would do it again,1,0,0,0,03/23/2021,03/28/2021 09:20:58
Jacquisha,The best!,5,0,0,0,03/23/2021,03/28/2021 09:20:58
Martha,I drove up 20 miles to get my cards and I couldn't get it because I got an error. Nothing Sam's could do. Bad day,8,0,1,0,03/23/2021,03/28/2021 09:20:58
Donna,"Love Sam's Club, but couldn't use my Groupon voucher that I paid for. Disappointed. Needless to say I got my membership thru Sam's Club, waiting on a CV refund from Groupon",2,0,0,0,03/23/2021,03/28/2021 09:21:01
Susan,"Good value. Easy to feel out registration But two big things to note one is listed in the details, before you buy. If you had a membership you can't take advantage of this offer. The other I was not a where of was is , if you used your email before it won't let you register/ activate your offer. I had to create a new email to activate. I had a membership a year half ago. It still recognized my email from then.",7,0,1,0,03/23/2021,03/28/2021 09:21:01
WILLIAM,Ight.,3,0,0,0,03/23/2021,03/28/2021 09:21:01
Haley,Was unable to redeem with the redemption code and ended up also purchasing in store for 45,1,0,0,0,03/23/2021,03/28/2021 09:21:01
Helen,"I had good customer service, and I found the things I wanted.",1,0,0,0,03/23/2021,03/28/2021 09:21:01
Terron,Groupon didn't work and the instructions were not clear at all. I wasted my $25,1,0,0,0,03/23/2021,03/28/2021 09:21:01
Diep,I don’t know how to find promotion code please help,1,0,0,0,03/23/2021,03/28/2021 09:21:01
Dick,once figured it out out went smoothly,2,0,0,0,03/23/2021,03/28/2021 09:21:01
Judith,I was not able to view my certificate it said it was already redeemed the clerks were very nice they tried everything,1,0,0,0,03/23/2021,03/28/2021 09:21:01
Nabila,I like it.,15,0,0,0,03/24/2021,03/28/2021 09:21:01
MELICK,I absolutely love it.,1,0,0,0,03/23/2021,03/28/2021 09:21:05
Kysha,The deal ever!!!,1,0,0,0,03/23/2021,03/28/2021 09:21:05
GLORIA,My membership never worked I want a refund,14,0,1,0,03/23/2021,03/28/2021 09:21:05
Evelia,I did everything online and didn’t have any trouble at all,1,0,0,0,03/23/2021,03/28/2021 09:21:05
Mercedes,Great deal!,15,0,1,0,03/23/2021,03/28/2021 09:21:05
Debbie,Sam’s would not honor this purchase until I had gone through in multiple steps to activate Groupon. Way too complicated. Not wor$20 savings.,8,0,1,0,03/23/2021,03/28/2021 09:21:05
Vicky,Absolutely great!,57,0,1,1,03/23/2021,03/28/2021 09:21:05
'Shadia,Wasn’t able to get the $30 discounts,6,0,0,0,03/23/2021,03/28/2021 09:21:05
